朝楼,螟沥家疙,固技刚瘤PM-10(Ф/З),檬固技刚瘤PM-25(Ф/З),坷粮O3(ppm),捞魂拳龙家NO2(ppm),老魂拳藕家CO(ppm),酒炔魂啊胶SO2(ppm)
2017-03-07,己悼备,36,26,0.032,0.016,0.3,0.004
2017-03-08,己悼备,46,23,0.024,0.025,0.4,0.004
2017-03-09,己悼备,48,25,0.023,0.03,0.4,0.004
2017-03-10,己悼备,44,30,0.02,0.038,0.4,0.004
2017-03-11,己悼备,70,48,0.012,0.059,0.6,0.006
2017-03-12,己悼备,90,73,0.02,0.049,0.6,0.005
2017-03-13,己悼备,63,50,0.028,0.024,0.4,0.004
2017-03-14,己悼备,54,40,0.024,0.029,0.4,0.004
2017-03-15,己悼备,43,29,0.021,0.034,0.4,0.004
2017-03-16,己悼备,65,51,0.019,0.051,0.6,0.005
2017-03-17,己悼备,77,60,0.018,0.056,0.7,0.005
2017-03-18,己悼备,83,51,0.023,0.056,0.7,0.006
2017-03-19,己悼备,83,58,0.021,0.047,0.7,0.005
2017-03-20,己悼备,109,80,0.006,0.064,0.8,0.006
2017-03-21,己悼备,107,77,0.027,0.029,0.6,0.006
2017-03-22,己悼备,60,36,0.026,0.036,0.5,0.005
2017-03-23,己悼备,80,48,0.02,0.049,0.6,0.005
2017-03-24,己悼备,61,36,0.021,0.037,0.5,0.004
2017-03-25,己悼备,75,51,0.019,0.042,0.6,0.005
2017-03-26,己悼备,70,52,0.026,0.031,0.5,0.005
2017-03-27,己悼备,76,70,0.026,0.032,0.7,0.004
2017-03-28,己悼备,84,61,0.015,0.043,0.6,0.005
2017-03-29,己悼备,58,47,0.028,0.032,0.5,0.004
2017-03-30,己悼备,73,51,0.017,0.049,0.6,0.004
2017-03-31,己悼备,53,37,0.019,0.033,0.5,0.004
2017-04-01,己悼备,23,16,0.026,0.022,0.4,0.004
2017-04-02,己悼备,50,32,0.029,0.026,0.4,0.004
2017-04-03,己悼备,79,50,0.025,0.045,0.6,0.005
2017-04-04,己悼备,76,41,0.024,0.049,0.6,0.005
2017-04-05,己悼备,47,26,0.015,0.046,0.5,0.006
2017-04-06,己悼备,24,18,0.019,0.028,0.4,0.004
2017-04-07,己悼备,40,25,0.017,0.037,0.5,0.004
2017-04-08,己悼备,59,38,0.017,0.037,0.5,0.004
2017-04-09,己悼备,37,20,0.027,0.019,0.4,0.004
2017-04-10,己悼备,33,17,0.032,0.026,0.4,0.004
2017-04-11,己悼备,66,24,0.028,0.028,0.4,0.004
2017-04-12,己悼备,79,13,0.034,0.019,0.3,0.004
2017-04-13,己悼备,78,25,0.025,0.032,0.4,0.005
2017-04-14,己悼备,67,23,0.031,0.03,0.4,0.005
2017-04-15,己悼备,77,34,0.03,0.03,0.5,0.005
2017-04-16,己悼备,80,34,0.019,0.041,0.6,0.005
2017-04-17,己悼备,57,28,0.018,0.037,0.5,0.004
2017-04-18,己悼备,48,24,0.017,0.031,0.4,0.004
2017-04-19,己悼备,101,30,0.023,0.025,0.4,0.004
2017-04-20,己悼备,103,26,0.021,0.035,0.4,0.005
2017-04-21,己悼备,85,24,0.017,0.041,0.5,0.004
2017-04-22,己悼备,78,27,0.023,0.032,0.5,0.004
2017-04-23,己悼备,73,26,0.032,0.027,0.4,0.004
2017-04-24,己悼备,54,23,0.027,0.033,0.4,0.004
2017-04-25,己悼备,74,37,0.028,0.031,0.4,0.005
2017-04-26,己悼备,53,20,0.032,0.017,0.3,0.004
2017-04-27,己悼备,52,17,0.027,0.023,0.4,0.004
2017-04-28,己悼备,82,27,0.025,0.028,0.5,0.006
2017-04-29,己悼备,89,30,0.025,0.031,0.5,0.005
2017-04-30,己悼备,105,55,0.044,0.022,0.5,0.007
2017-05-01,己悼备,103,52,0.037,0.027,0.5,0.004
2017-05-02,己悼备,112,53,0.025,0.045,0.6,0.005
2017-05-03,己悼备,93,38,0.034,0.04,0.5,0.005
2017-05-04,己悼备,84,37,0.019,0.041,0.4,0.004
2017-05-05,己悼备,94,31,0.024,0.021,0.3,0.004
2017-05-06,己悼备,237,27,0.033,0.015,0.3,0.004
2017-05-07,己悼备,114,19,0.03,0.019,0.3,0.005
2017-05-08,己悼备,200,40,0.026,0.036,0.4,0.006
2017-05-09,己悼备,129,30,0.014,0.034,0.4,0.005
2017-05-10,己悼备,42,20,0.021,0.021,0.4,0.004
2017-05-11,己悼备,73,35,0.02,0.033,0.5,0.005
2017-05-12,己悼备,76,45,0.022,0.034,0.5,0.005
2017-05-13,己悼备,52,26,0.026,0.023,0.4,0.004
2017-05-14,己悼备,73,16,0.033,0.014,0.3,0.004
2017-05-15,己悼备,53,13,0.021,0.023,0.3,0.004
2017-05-16,己悼备,37,15,0.021,0.027,0.4,0.005
2017-05-17,己悼备,46,19,0.02,0.036,0.4,0.005
2017-05-18,己悼备,61,29,0.029,0.036,0.4,0.004
2017-05-19,己悼备,63,27,0.028,0.034,0.4,0.005
2017-05-20,己悼备,53,23,0.022,0.04,0.4,0.005
2017-05-21,己悼备,64,21,0.026,0.023,0.3,0.005
2017-05-22,己悼备,55,27,0.021,0.028,0.3,0.005
2017-05-23,己悼备,40,24,0.011,0.028,0.3,0.005
2017-05-24,己悼备,28,16,0.019,0.025,0.3,0.004
2017-05-25,己悼备,47,16,0.029,0.025,0.3,0.005
2017-05-26,己悼备,31,9,0.029,0.018,0.2,0.004
2017-05-27,己悼备,52,14,0.025,0.028,0.2,0.004
2017-05-28,己悼备,38,24,0.029,0.025,0.2,0.004
2017-05-29,己悼备,75,36,0.038,0.023,0.2,0.005
2017-05-30,己悼备,57,24,0.039,0.031,0.2,0.006
2017-05-31,己悼备,44,20,0.026,0.036,0.2,0.005
2017-06-01,己悼备,53,20,0.037,0.017,0.1,0.004
2017-06-02,己悼备,32,10,0.04,0.017,0.1,0.004
2017-06-03,己悼备,57,12,0.038,0.018,0.2,0.004
2017-06-04,己悼备,44,12,0.041,0.02,0.2,0.004
2017-06-05,己悼备,30,14,0.048,0.027,0.2,0.004
2017-06-06,己悼备,25,10,0.04,0.019,0.2,0.004
2017-06-07,己悼备,15,9,0.023,0.021,0.3,0.004
2017-06-08,己悼备,43,29,0.054,0.02,0.7,0.004
2017-06-09,己悼备,58,31,0.056,0.022,0.7,0.004
2017-06-10,己悼备,49,17,0.039,0.022,0.5,0.003
2017-06-11,己悼备,34,9,0.036,0.018,0.5,0.004
2017-06-12,己悼备,36,15,0.048,0.018,0.5,0.004
2017-06-13,己悼备,39,16,0.029,0.021,0.5,0.004
2017-06-14,己悼备,49,21,0.036,0.023,0.6,0.004
2017-06-15,己悼备,54,23,0.045,0.022,0.5,0.004
2017-06-16,己悼备,71,35,0.061,0.025,0.7,0.005
2017-06-17,己悼备,64,28,0.062,0.025,0.6,0.005
2017-06-18,己悼备,61,24,0.045,0.026,0.6,0.005
2017-06-19,己悼备,60,30,0.031,0.038,0.6,0.004
2017-06-20,己悼备,63,30,0.041,0.038,0.6,0.004
2017-06-21,己悼备,68,33,0.035,0.027,0.6,0.004
2017-06-22,己悼备,52,22,0.036,0.023,0.5,0.004
2017-06-23,己悼备,56,22,0.033,0.036,0.6,0.004
2017-06-24,己悼备,47,21,0.016,0.043,0.6,0.005
2017-06-25,己悼备,32,19,0.035,0.019,0.6,0.004
2017-06-26,己悼备,25,14,0.034,0.018,0.6,0.004
2017-06-27,己悼备,30,18,0.037,0.021,0.6,0.004
2017-06-28,己悼备,47,29,0.039,0.025,0.6,0.004
2017-06-29,己悼备,49,32,0.036,0.026,0.6,0.005
2017-06-30,己悼备,49,34,0.035,0.025,0.6,0.004
2017-07-01,己悼备,39,26,0.029,0.023,0.6,0.004
2017-07-02,己悼备,20,14,0.016,0.014,0.4,0.004
2017-07-03,己悼备,18,12,0.023,0.015,0.5,0.004
2017-07-04,己悼备,30,21,0.027,0.023,0.5,0.004
2017-07-05,己悼备,35,25,0.039,0.024,0.6,0.004
2017-07-06,己悼备,43,29,0.039,0.031,0.6,0.004
2017-07-07,己悼备,19,11,0.014,0.023,0.5,0.004
2017-07-08,己悼备,22,15,0.018,0.016,0.5,0.004
2017-07-09,己悼备,23,15,0.019,0.019,0.6,0.004
2017-07-10,己悼备,12,7,0.013,0.021,0.5,0.004
2017-07-11,己悼备,35,24,0.029,0.023,0.5,0.004
2017-07-12,己悼备,42,27,0.032,0.025,0.6,0.004
2017-07-13,己悼备,46,32,0.031,0.032,0.7,0.004
2017-07-14,己悼备,44,29,0.027,0.031,0.6,0.004
2017-07-15,己悼备,19,12,0.016,0.022,0.5,0.004
2017-07-16,己悼备,16,10,0.018,0.016,0.5,0.004
2017-07-17,己悼备,20,13,0.014,0.022,0.5,0.004
2017-07-18,己悼备,24,16,0.022,0.027,0.5,0.004
2017-07-19,己悼备,34,24,0.036,0.026,0.5,0.004
2017-07-20,己悼备,49,34,0.037,0.028,0.6,0.004
2017-07-21,己悼备,52,40,0.049,0.024,0.6,0.004
2017-07-22,己悼备,50,37,0.032,0.023,0.6,0.004
2017-07-23,己悼备,44,27,0.028,0.018,0.6,0.004
2017-07-24,己悼备,32,19,0.014,0.028,0.7,0.004
2017-07-25,己悼备,23,13,0.024,0.016,0.5,0.004
2017-07-26,己悼备,17,9,0.035,0.016,0.5,0.004
2017-07-27,己悼备,28,16,0.021,0.029,0.5,0.004
2017-07-28,己悼备,26,15,0.013,0.025,0.6,0.004
2017-07-29,己悼备,16,7,0.025,0.014,0.5,0.004
2017-07-30,己悼备,24,13,0.035,0.015,0.5,0.004
2017-07-31,己悼备,23,13,0.01,0.027,0.6,0.004
2017-08-01,己悼备,23,11,0.018,0.027,0.5,0.004
2017-08-02,己悼备,35,20,0.03,0.032,0.6,0.004
2017-08-03,己悼备,25,13,0.031,0.022,0.5,0.004
2017-08-04,己悼备,29,17,0.042,0.019,0.5,0.004
2017-08-05,己悼备,31,20,0.038,0.019,0.5,0.004
2017-08-06,己悼备,28,18,0.027,0.019,0.5,0.004
2017-08-07,己悼备,34,20,0.044,0.019,0.5,0.004
2017-08-08,己悼备,46,25,0.047,0.024,0.6,0.004
2017-08-09,己悼备,36,21,0.036,0.018,0.6,0.004
2017-08-10,己悼备,8,4,0.023,0.015,0.5,0.004
2017-08-11,己悼备,11,6,0.019,0.017,0.4,0.004
2017-08-12,己悼备,11,5,0.02,0.011,0.4,0.004
2017-08-13,己悼备,10,5,0.02,0.008,0.4,0.003
2017-08-14,己悼备,11,4,0.012,0.009,0.4,0.004
2017-08-15,己悼备,6,4,0.01,0.01,0.4,0.003
2017-08-16,己悼备,9,4,0.011,0.011,0.5,0.004
2017-08-17,己悼备,14,6,0.011,0.018,0.5,0.004
2017-08-18,己悼备,26,17,0.017,0.027,0.6,0.004
2017-08-19,己悼备,25,13,0.022,0.017,0.5,0.004
2017-08-20,己悼备,11,6,0.02,0.012,0.5,0.004
2017-08-21,己悼备,16,8,0.014,0.017,0.5,0.004
2017-08-22,己悼备,18,10,0.017,0.022,0.5,0.004
2017-08-23,己悼备,22,10,0.009,0.017,0.6,0.004
2017-08-24,己悼备,20,7,0.013,0.017,0.5,0.004
2017-08-25,己悼备,26,12,0.017,0.026,0.6,0.004
2017-08-26,己悼备,29,11,0.023,0.021,0.5,0.004
2017-08-27,己悼备,25,12,0.015,0.021,0.6,0.004
2017-08-28,己悼备,31,16,0.012,0.028,0.6,0.004
2017-08-29,己悼备,19,8,0.021,0.014,0.5,0.003
2017-08-30,己悼备,24,9,0.013,0.025,0.5,0.004
2017-08-31,己悼备,36,18,0.028,0.022,0.6,0.004
2017-09-01,己悼备,26,12,0.024,0.018,0.5,0.004
2017-09-02,己悼备,31,14,0.023,0.023,0.6,0.004
2017-09-03,己悼备,36,19,0.032,0.021,0.6,0.004
2017-09-04,己悼备,28,14,0.019,0.027,0.6,0.004
2017-09-05,己悼备,28,13,0.007,0.029,0.6,0.004
2017-09-06,己悼备,28,15,0.006,0.031,0.7,0.004
2017-09-07,己悼备,38,22,0.021,0.027,0.7,0.004
2017-09-08,己悼备,50,27,0.023,0.03,0.8,0.004
2017-09-09,己悼备,61,35,0.028,0.03,0.8,0.004
2017-09-10,己悼备,56,31,0.019,0.024,0.8,0.004
2017-09-11,己悼备,22,15,0.029,0.016,0.6,0.004
2017-09-12,己悼备,28,12,0.02,0.021,0.6,0.004
2017-09-13,己悼备,28,10,0.014,0.029,0.6,0.004
2017-09-14,己悼备,30,11,0.021,0.024,0.6,0.004
2017-09-15,己悼备,19,8,0.028,0.013,0.5,0.004
2017-09-16,己悼备,13,5,0.026,0.011,0.4,0.004
2017-09-17,己悼备,11,5,0.026,0.008,0.4,0.003
2017-09-18,己悼备,24,11,0.022,0.021,0.5,0.004
2017-09-19,己悼备,66,36,0.043,0.022,0.8,0.004
2017-09-20,己悼备,28,10,0.023,0.02,0.5,0.003
2017-09-21,己悼备,31,15,0.022,0.031,0.6,0.004
2017-09-22,己悼备,37,17,0.03,0.03,0.6,0.004
2017-09-23,己悼备,61,23,0.026,0.029,0.7,0.004
2017-09-24,己悼备,71,34,0.035,0.02,0.7,0.004
2017-09-25,己悼备,50,23,0.025,0.028,0.7,0.004
2017-09-26,己悼备,52,25,0.028,0.03,0.6,0.004
2017-09-27,己悼备,42,21,0.02,0.026,0.6,0.004
2017-09-28,己悼备,30,9,0.026,0.016,0.5,0.004
2017-09-29,己悼备,28,9,0.018,0.025,0.5,0.004
2017-09-30,己悼备,43,18,0.017,0.033,0.6,0.004
2017-10-01,己悼备,34,19,0.013,0.022,0.6,0.004
2017-10-02,己悼备,21,10,0.025,0.013,0.4,0.004
2017-10-03,己悼备,42,12,0.021,0.013,0.4,0.004
2017-10-04,己悼备,25,8,0.024,0.01,0.4,0.003
2017-10-05,己悼备,16,8,0.02,0.013,0.4,0.003
2017-10-06,己悼备,13,5,0.023,0.009,0.4,0.003
2017-10-07,己悼备,12,6,0.016,0.017,0.4,0.003
2017-10-08,己悼备,22,13,0.017,0.021,0.5,0.004
2017-10-09,己悼备,35,17,0.018,0.026,0.5,0.005
2017-10-10,己悼备,31,17,0.008,0.026,0.5,0.004
2017-10-11,己悼备,11,6,0.016,0.014,0.4,0.003
2017-10-12,己悼备,24,10,0.01,0.021,0.5,0.004
2017-10-13,己悼备,28,12,0.015,0.023,0.5,0.003
2017-10-14,己悼备,23,9,0.021,0.02,0.5,0.004
2017-10-15,己悼备,24,11,0.021,0.019,0.5,0.004
2017-10-16,己悼备,31,15,0.016,0.024,0.5,0.004
2017-10-17,己悼备,40,19,0.014,0.032,0.6,0.004
2017-10-18,己悼备,26,12,0.018,0.023,0.4,0.004
2017-10-19,己悼备,21,10,0.014,0.026,0.5,0.003
2017-10-20,己悼备,34,15,0.009,0.035,0.6,0.004
2017-10-21,己悼备,42,18,0.013,0.03,0.6,0.004
2017-10-22,己悼备,29,12,0.024,0.015,0.5,0.004
2017-10-23,己悼备,28,9,0.02,0.024,0.5,0.003
2017-10-24,己悼备,34,14,0.011,0.032,0.5,0.004
2017-10-25,己悼备,44,19,0.012,0.035,0.6,0.004
2017-10-26,己悼备,75,27,0.003,0.039,0.7,0.004
2017-10-27,己悼备,79,32,0.004,0.09,0.8,0.005
2017-10-28,己悼备,44,24,0.013,0.054,0.6,0.004
2017-10-29,己悼备,77,20,0.02,0.025,0.6,0.003
2017-10-30,己悼备,35,11,0.016,0.03,0.5,0.004
2017-10-31,己悼备,31,13,0.008,0.049,0.6,0.004
2017-11-01,己悼备,33,17,0.014,0.044,0.5,0.004
2017-11-02,己悼备,41,24,0.019,0.041,0.5,0.004
2017-11-03,己悼备,33,23,0.023,0.027,0.5,0.003
2017-11-04,己悼备,45,34,0.018,0.028,0.5,0.003
2017-11-05,己悼备,38,26,0.01,0.042,0.6,0.004
2017-11-06,己悼备,29,19,0.007,0.051,0.6,0.004
2017-11-07,己悼备,41,23,0.004,0.06,0.6,0.004
2017-11-08,己悼备,67,24,0.024,0.03,0.5,0.004
2017-11-09,己悼备,52,22,0.009,0.052,0.6,0.004
2017-11-10,己悼备,47,19,0.011,0.041,0.6,0.004
2017-11-11,己悼备,80,12,0.013,0.027,0.4,0.003
2017-11-12,己悼备,33,17,0.007,0.042,0.6,0.004
2017-11-13,己悼备,40,21,0.004,0.049,0.6,0.005
2017-11-14,己悼备,45,14,0.014,0.026,0.5,0.004
2017-11-15,己悼备,26,12,0.017,0.019,0.4,0.005
2017-11-16,己悼备,28,15,0.01,0.027,0.5,0.005
2017-11-17,己悼备,48,27,0.003,0.04,0.7,0.006
2017-11-18,己悼备,46,25,0.019,0.014,0.4,0.004
2017-11-19,己悼备,29,13,0.017,0.018,0.4,0.005
2017-11-20,己悼备,41,23,0.008,0.033,0.6,0.005
2017-11-21,己悼备,54,35,0.003,0.044,0.7,0.006
2017-11-22,己悼备,73,33,0.01,0.034,0.6,0.006
2017-11-23,己悼备,28,12,0.01,0.025,0.4,0.005
2017-11-24,己悼备,23,15,0.009,0.024,0.5,0.004
2017-11-25,己悼备,27,17,0.004,0.038,0.6,0.005
2017-11-26,己悼备,35,23,0.01,0.027,0.6,0.004
2017-11-27,己悼备,55,34,0.004,0.042,0.7,0.005
2017-11-28,己悼备,71,48,0.003,0.052,0.9,0.007
2017-11-29,己悼备,67,28,0.007,0.03,0.6,0.005
2017-11-30,己悼备,29,11,0.017,0.02,0.5,0.005
2017-12-01,己悼备,26,13,0.01,0.031,0.5,0.005
2017-12-02,己悼备,41,25,0.005,0.038,0.7,0.005
2017-12-03,己悼备,51,35,0.003,0.033,0.7,0.005
2017-12-04,己悼备,44,29,0.014,0.019,0.5,0.004
2017-12-05,己悼备,25,13,0.015,0.02,0.4,0.005
2017-12-06,己悼备,32,25,0.006,0.032,0.6,0.005
2017-12-07,己悼备,44,33,0.01,0.028,0.6,0.005
2017-12-08,己悼备,34,23,0.012,0.024,0.5,0.005
2017-12-09,己悼备,42,27,0.004,0.043,0.7,0.005
2017-12-10,己悼备,36,27,0.009,0.029,0.6,0.005
2017-12-11,己悼备,55,12,0.015,0.013,0.4,0.004
2017-12-12,己悼备,36,19,0.013,0.018,0.4,0.005
2017-12-13,己悼备,39,21,0.009,0.028,0.5,0.005
2017-12-14,己悼备,59,41,0.003,0.044,0.7,0.005
2017-12-15,己悼备,86,63,0.003,0.059,0.9,0.007
2017-12-16,己悼备,43,29,0.017,0.017,0.5,0.006
2017-12-17,己悼备,42,14,0.018,0.019,0.4,0.005
2017-12-18,己悼备,57,36,0.004,0.042,0.6,0.006
2017-12-19,己悼备,50,20,0.012,0.023,0.5,0.005
2017-12-20,己悼备,44,27,0.003,0.039,0.6,0.005
2017-12-21,己悼备,51,41,0.003,0.047,0.7,0.006
2017-12-22,己悼备,59,45,0.003,0.049,0.8,0.007
2017-12-23,己悼备,106,78,0.005,0.048,0.8,0.007
2017-12-24,己悼备,101,66,0.011,0.03,0.7,0.006
2017-12-25,己悼备,29,17,0.017,0.018,0.4,0.005
2017-12-26,己悼备,30,14,0.013,0.024,0.4,0.005
2017-12-27,己悼备,30,14,0.01,0.025,0.5,0.005
2017-12-28,己悼备,48,28,0.004,0.041,0.6,0.006
2017-12-29,己悼备,98,66,0.005,0.05,0.7,0.007
2017-12-30,己悼备,130,84,0.003,0.046,0.7,0.006
2017-12-31,己悼备,62,37,0.019,0.016,0.4,0.005
